0008_ao_ligand_0807_out.pdbqt -8.7 [H]c1nc(C2(C(=O)N3C([H])([H])C([H])([H])N(S(=O)(=O)c4c(F)c([H])c([H])c([H])c4F)C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c([H])c([H])c1[H]
0008_am_ligand_1724_out.pdbqt -8.7 [H]c1c([H])c([H])c2c(C([H])([H])N3C([H])([H])C([H])([H])N(N4C([H])([H])C([H])([H])C([H])(C(=O)N5C([H])([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])C([H])([H])C4([H])[H])C([H])([H])C3([H])[H])c([H])c([H])c([H])c2c1[H]
0008_am_ligand_1251_out.pdbqt -8.7 [H]c1c([H])c(C2([H])OC([H])([H])C([H])([H])N(C(=O)C([H])([H])c3c([H])c([H])c(C4([H])OC([H])([H])C([H])([H])N(C(=O)C([H])([H])Cl)C4([H])[H])c([H])c3[H])C2([H])[H])c([H])c([H])c1F
0008_ak_ligand_1032_out.pdbqt -8.7 [H]c1c([H])c([H])c(-c2nc(C([H])([H])[H])sc2N([H])C(=O)ON2c3c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c3C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
0008_ai_ligand_0308_out.pdbqt -8.7 [H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1C(=O)N1C([H])([H])C([H])([H])N(C(=O)c2c([H])c([H])c(S(=O)(=O)N([H])[H])c([H])c2[H])C([H])([H])C1([H])[H]
0008_ah_ligand_1082_out.pdbqt -8.7 [H]C1=C2C([H])(c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])N(C(=O)C([H])([H])Cl)C([H])([H])C2([H])N([H])C(Oc2c([H])c([H])c(N([H])C(=O)C([H])([H])[H])c([H])c2[H])=N1
0008_af_ligand_1804_out.pdbqt -8.7 [H]c1c([H])c([H])c(N([H])C(=O)N2C([H])([H])C([H])([H])C([H])(c3c([H])c([H])c([H])c(C(=O)N4C([H])([H])C([H])([H])SC([H])([H])C4([H])[H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H]
0008_ae_ligand_0231_out.pdbqt -8.7 [H]c1c(N([H])C(=O)N2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c2c(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])c([H])n([H])c2c1[H]
0008_ae_ligand_0223_out.pdbqt -8.7 [H]C1=C([H])C([H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2N1C([H])([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12
0008_ae_ligand_0086_out.pdbqt -8.7 [H]c1c([H])c([H])c(C([H])([H])N([H])c2nc3c([H])c([H])c([H])c([H])c3n2[H])c(C(=O)N2C([H])([H])C([H])([H])N(S(=O)(=O)c3c([H])c([H])c(Cl)c([H])c3[H])C([H])([H])C2([H])[H])c1[H]
0008_ac_ligand_1599_out.pdbqt -8.7 [H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c2c1C([H])([H])C([H])([H])C([H])([H])N2C(=O)N([H])c1nc2c(OC([H])([H])[H])c([H])c([H])c([H])c2s1
0008_ac_ligand_1219_out.pdbqt -8.7 [H]c1c([H])c([H])c(C2([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])N(N3C([H])([H])C([H])([H])N(S(=O)(=O)c4c([H])c([H])c([H])c(F)c4[H])C([H])([H])C3([H])[H])C2([H])[H])c([H])c1[H]
0008_ab_ligand_0363_out.pdbqt -8.7 [H]c1c([H])c(C(=O)N2C([H])([H])C([H])([H])SC([H])([H])C2([H])[H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])C(=O)N2C([H])([H])C([H])([H])C([H])(C(=O)N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c1[H]
0007_ay_ligand_1323_out.pdbqt -8.7 [H]c1c([H])c(C(=O)ON2C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c(C([H])([H])[H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c(N([H])S(=O)(=O)C([H])([H])[H])c1[H]
0007_av_ligand_1034_out.pdbqt -8.7 [H]c1c([H])c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])c3c([H])c([H])c([H])c(F)c3S(=O)(=O)N3C([H])([H])C([H])([H])N(C(=O)C([H])([H])Cl)C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c(C#N)c1[H]
0007_au_ligand_0484_out.pdbqt -8.7 [H]c1sc(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])C(=O)N3C([H])([H])c4c([H])c([H])c([H])c([H])c4C([H])(c4c([H])c([H])c([H])c([H])c4[H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c1[H]
0007_at_ligand_1288_out.pdbqt -8.7 [H]c1c([H])c(F)c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])C(=O)N3C([H])([H])C([H])([H])OC([H])(c4c([H])c([H])c(F)c([H])c4[H])C3([H])[H])C([H])([H])C2([H])[H])c1[H]
0007_as_ligand_1939_out.pdbqt -8.7 [H]C1=C(C2([H])c3c([H])c([H])c([H])c([H])c3C([H])([H])N(C(=O)C([H])([H])Cl)C2([H])[H])C([H])([H])C([H])([H])N(C(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])C1([H])[H]
0007_aq_ligand_1754_out.pdbqt -8.7 [H]c1c([H])c(S(=O)(=O)N2C([H])([H])C([H])([H])N(C(=O)C([H])([H])N3c4c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c4C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C2([H])[H])c([H])c([H])c1Cl
