MAK-UNK-7c9d1431_ligand_09_out.pdbqt:REMARK VINA RESULT:      -5.8      3.718      6.278
MAK-UNK-7c9d1431_ligand_09_out.pdbqt:REMARK VINA RESULT:      -5.8      1.947      2.473
MAK-UNK-7c9d1431_ligand_30_out.pdbqt:REMARK VINA RESULT:      -5.9      3.455      7.211
MAK-UNK-7c9d1431_ligand_30_out.pdbqt:REMARK VINA RESULT:      -5.9      3.385      7.308
MAK-UNK-7c9d1431_ligand_30_out.pdbqt:REMARK VINA RESULT:      -5.9      1.521      3.084
MAK-UNK-7c9d1431_ligand_25_out.pdbqt:REMARK VINA RESULT:      -5.9      2.656      3.191
MAK-UNK-7c9d1431_ligand_23_out.pdbqt:REMARK VINA RESULT:      -5.9      2.492      4.474
MAK-UNK-7c9d1431_ligand_21_out.pdbqt:REMARK VINA RESULT:      -5.9      3.339      6.263
MAK-UNK-7c9d1431_ligand_21_out.pdbqt:REMARK VINA RESULT:      -5.9      1.332      2.372
MAK-UNK-7c9d1431_ligand_20_out.pdbqt:REMARK VINA RESULT:      -5.9      3.981      6.684
MAK-UNK-7c9d1431_ligand_20_out.pdbqt:REMARK VINA RESULT:      -5.9      3.466      6.563
MAK-UNK-7c9d1431_ligand_20_out.pdbqt:REMARK VINA RESULT:      -5.9      1.183      1.383
MAK-UNK-7c9d1431_ligand_16_out.pdbqt:REMARK VINA RESULT:      -5.9      1.742      2.662
MAK-UNK-7c9d1431_ligand_12_out.pdbqt:REMARK VINA RESULT:      -5.9      3.174      5.764
MAK-UNK-7c9d1431_ligand_12_out.pdbqt:REMARK VINA RESULT:      -5.9      2.806      5.528
MAK-UNK-7c9d1431_ligand_12_out.pdbqt:REMARK VINA RESULT:      -5.9      2.126      2.585
MAK-UNK-7c9d1431_ligand_12_out.pdbqt:REMARK VINA RESULT:      -5.9      1.910      2.369
MAK-UNK-7c9d1431_ligand_09_out.pdbqt:REMARK VINA RESULT:      -5.9      3.026      4.142
MAK-UNK-7c9d1431_ligand_09_out.pdbqt:REMARK VINA RESULT:      -5.9      2.064      2.379
MAK-UNK-7c9d1431_ligand_09_out.pdbqt:REMARK VINA RESULT:      -5.9      1.926      2.415
MAK-UNK-7c9d1431_ligand_30_out.pdbqt:REMARK VINA RESULT:      -6.0      3.182      6.637
MAK-UNK-7c9d1431_ligand_27_out.pdbqt:REMARK VINA RESULT:      -6.0      2.188      2.841
MAK-UNK-7c9d1431_ligand_27_out.pdbqt:REMARK VINA RESULT:      -6.0      2.117      2.773
MAK-UNK-7c9d1431_ligand_26_out.pdbqt:REMARK VINA RESULT:      -6.0      2.341      5.843
MAK-UNK-7c9d1431_ligand_25_out.pdbqt:REMARK VINA RESULT:      -6.0      3.753      5.481
MAK-UNK-7c9d1431_ligand_25_out.pdbqt:REMARK VINA RESULT:      -6.0      3.601      6.394
MAK-UNK-7c9d1431_ligand_25_out.pdbqt:REMARK VINA RESULT:      -6.0      3.305      6.321
MAK-UNK-7c9d1431_ligand_23_out.pdbqt:REMARK VINA RESULT:      -6.0      3.299      6.280
MAK-UNK-7c9d1431_ligand_22_out.pdbqt:REMARK VINA RESULT:      -6.0      1.082      1.452
MAK-UNK-7c9d1431_ligand_21_out.pdbqt:REMARK VINA RESULT:      -6.0      3.381      5.612
MAK-UNK-7c9d1431_ligand_20_out.pdbqt:REMARK VINA RESULT:      -6.0      3.601      6.554
MAK-UNK-7c9d1431_ligand_18_out.pdbqt:REMARK VINA RESULT:      -6.0      3.274      6.149
MAK-UNK-7c9d1431_ligand_18_out.pdbqt:REMARK VINA RESULT:      -6.0      3.061      6.075
MAK-UNK-7c9d1431_ligand_18_out.pdbqt:REMARK VINA RESULT:      -6.0      2.597      5.645
MAK-UNK-7c9d1431_ligand_18_out.pdbqt:REMARK VINA RESULT:      -6.0      2.274      3.938
MAK-UNK-7c9d1431_ligand_16_out.pdbqt:REMARK VINA RESULT:      -6.0      3.576      6.365
MAK-UNK-7c9d1431_ligand_14_out.pdbqt:REMARK VINA RESULT:      -6.0      2.673      5.857
MAK-UNK-7c9d1431_ligand_13_out.pdbqt:REMARK VINA RESULT:      -6.0      2.173      2.459
MAK-UNK-7c9d1431_ligand_09_out.pdbqt:REMARK VINA RESULT:      -6.0      3.445      6.535
MAK-UNK-7c9d1431_ligand_23_out.pdbqt:REMARK VINA RESULT:      -6.1      3.832      5.648
MAK-UNK-7c9d1431_ligand_23_out.pdbqt:REMARK VINA RESULT:      -6.1      2.509      3.785
MAK-UNK-7c9d1431_ligand_22_out.pdbqt:REMARK VINA RESULT:      -6.1      3.144      4.667
MAK-UNK-7c9d1431_ligand_20_out.pdbqt:REMARK VINA RESULT:      -6.1      3.800      6.674
MAK-UNK-7c9d1431_ligand_17_out.pdbqt:REMARK VINA RESULT:      -6.1      2.357      3.255
MAK-UNK-7c9d1431_ligand_17_out.pdbqt:REMARK VINA RESULT:      -6.1      2.008      2.723
MAK-UNK-7c9d1431_ligand_17_out.pdbqt:REMARK VINA RESULT:      -6.1      1.941      2.593
MAK-UNK-7c9d1431_ligand_17_out.pdbqt:REMARK VINA RESULT:      -6.1      1.909      2.412
MAK-UNK-7c9d1431_ligand_16_out.pdbqt:REMARK VINA RESULT:      -6.1      3.205      6.574
MAK-UNK-7c9d1431_ligand_16_out.pdbqt:REMARK VINA RESULT:      -6.1      3.139      5.622
MAK-UNK-7c9d1431_ligand_16_out.pdbqt:REMARK VINA RESULT:      -6.1      2.903      6.464
MAK-UNK-7c9d1431_ligand_14_out.pdbqt:REMARK VINA RESULT:      -6.1      3.422      6.205
MAK-UNK-7c9d1431_ligand_14_out.pdbqt:REMARK VINA RESULT:      -6.1      2.977      5.957
MAK-UNK-7c9d1431_ligand_14_out.pdbqt:REMARK VINA RESULT:      -6.1      2.167      2.719
MAK-UNK-7c9d1431_ligand_13_out.pdbqt:REMARK VINA RESULT:      -6.1      2.782      5.800
MAK-UNK-7c9d1431_ligand_13_out.pdbqt:REMARK VINA RESULT:      -6.1      2.434      3.413
MAK-UNK-7c9d1431_ligand_12_out.pdbqt:REMARK VINA RESULT:      -6.1      2.901      5.219
MAK-UNK-7c9d1431_ligand_08_out.pdbqt:REMARK VINA RESULT:      -6.1      2.227      2.692
MAK-UNK-7c9d1431_ligand_07_out.pdbqt:REMARK VINA RESULT:      -6.1      2.713      6.179
MAK-UNK-7c9d1431_ligand_30_out.pdbqt:REMARK VINA RESULT:      -6.2      3.272      7.021
MAK-UNK-7c9d1431_ligand_30_out.pdbqt:REMARK VINA RESULT:      -6.2      3.235      7.630
MAK-UNK-7c9d1431_ligand_30_out.pdbqt:REMARK VINA RESULT:      -6.2      3.096      6.912
MAK-UNK-7c9d1431_ligand_27_out.pdbqt:REMARK VINA RESULT:      -6.2      1.591      1.974
MAK-UNK-7c9d1431_ligand_26_out.pdbqt:REMARK VINA RESULT:      -6.2      2.247      2.905
MAK-UNK-7c9d1431_ligand_26_out.pdbqt:REMARK VINA RESULT:      -6.2      1.701      2.105
MAK-UNK-7c9d1431_ligand_25_out.pdbqt:REMARK VINA RESULT:      -6.2      2.083      2.761
MAK-UNK-7c9d1431_ligand_25_out.pdbqt:REMARK VINA RESULT:      -6.2      2.057      2.994
MAK-UNK-7c9d1431_ligand_23_out.pdbqt:REMARK VINA RESULT:      -6.2      3.447      4.996
MAK-UNK-7c9d1431_ligand_23_out.pdbqt:REMARK VINA RESULT:      -6.2      3.079      6.146
MAK-UNK-7c9d1431_ligand_23_out.pdbqt:REMARK VINA RESULT:      -6.2      1.959      2.528
MAK-UNK-7c9d1431_ligand_22_out.pdbqt:REMARK VINA RESULT:      -6.2      2.440      6.911
MAK-UNK-7c9d1431_ligand_22_out.pdbqt:REMARK VINA RESULT:      -6.2      0.000      0.000
MAK-UNK-7c9d1431_ligand_21_out.pdbqt:REMARK VINA RESULT:      -6.2      2.257      3.683
MAK-UNK-7c9d1431_ligand_19_out.pdbqt:REMARK VINA RESULT:      -6.2      2.408      3.376
MAK-UNK-7c9d1431_ligand_19_out.pdbqt:REMARK VINA RESULT:      -6.2      1.821      3.118
MAK-UNK-7c9d1431_ligand_19_out.pdbqt:REMARK VINA RESULT:      -6.2      1.703      2.514
MAK-UNK-7c9d1431_ligand_18_out.pdbqt:REMARK VINA RESULT:      -6.2      2.964      5.840
MAK-UNK-7c9d1431_ligand_18_out.pdbqt:REMARK VINA RESULT:      -6.2      2.185      5.464
MAK-UNK-7c9d1431_ligand_17_out.pdbqt:REMARK VINA RESULT:      -6.2      2.926      6.108
MAK-UNK-7c9d1431_ligand_17_out.pdbqt:REMARK VINA RESULT:      -6.2      2.863      6.183
MAK-UNK-7c9d1431_ligand_17_out.pdbqt:REMARK VINA RESULT:      -6.2      2.838      6.019
MAK-UNK-7c9d1431_ligand_15_out.pdbqt:REMARK VINA RESULT:      -6.2      0.000      0.000
MAK-UNK-7c9d1431_ligand_14_out.pdbqt:REMARK VINA RESULT:      -6.2      2.780      5.819
MAK-UNK-7c9d1431_ligand_13_out.pdbqt:REMARK VINA RESULT:      -6.2      2.861      6.084
MAK-UNK-7c9d1431_ligand_13_out.pdbqt:REMARK VINA RESULT:      -6.2      2.210      3.359
MAK-UNK-7c9d1431_ligand_11_out.pdbqt:REMARK VINA RESULT:      -6.2      2.974      6.171
MAK-UNK-7c9d1431_ligand_11_out.pdbqt:REMARK VINA RESULT:      -6.2      2.416      3.262
MAK-UNK-7c9d1431_ligand_09_out.pdbqt:REMARK VINA RESULT:      -6.2      2.319      3.030
MAK-UNK-7c9d1431_ligand_08_out.pdbqt:REMARK VINA RESULT:      -6.2      3.502      6.621
MAK-UNK-7c9d1431_ligand_08_out.pdbqt:REMARK VINA RESULT:      -6.2      2.140      3.000
MAK-UNK-7c9d1431_ligand_07_out.pdbqt:REMARK VINA RESULT:      -6.2      2.469      6.185
MAK-UNK-7c9d1431_ligand_07_out.pdbqt:REMARK VINA RESULT:      -6.2      1.664      2.342
MAK-UNK-7c9d1431_ligand_06_out.pdbqt:REMARK VINA RESULT:      -6.2      3.105      6.261
MAK-UNK-7c9d1431_ligand_06_out.pdbqt:REMARK VINA RESULT:      -6.2      2.695      6.279
MAK-UNK-7c9d1431_ligand_06_out.pdbqt:REMARK VINA RESULT:      -6.2      2.692      6.360
MAK-UNK-7c9d1431_ligand_06_out.pdbqt:REMARK VINA RESULT:      -6.2      1.466      1.774
